code_nat,text_nat,code_plus,text_plus,country
PHDC3H,Flebography of kidney with X-ray,PHDC3H,Flebography of kidney with X-ray,ice
PHDC4A,Flebography head and neck area,PHDC4A,Flebography head and neck area,ice
PHDC5A,Flebography of spermatic vein,PHDC5A,Flebography of spermatic vein,ice
PHDC7A,Lumbal cavography with X-ray,PHDC7A,Lumbal cavography with X-ray,ice
PHDC8A,Cavernosography with X-ray,PHDC8A,Cavernosography with X-ray,ice
PHDC8B,Cavernosometry using X-ray,PHDC8B,Cavernosometry using X-ray,ice
PHDC99,Other flebography,PHDC99,Other flebography,ice
PHDD1A,CT of upper extremity and neck veins and superior vena cava,PHDD1A,CT of upper extremity and neck veins and superior vena cava,ice
PHDD2A,"CT of inferior vena cava, pelvic veins and veins of lower extremity",PHDD2A,"CT of inferior vena cava, pelvic veins and veins of lower extremity",ice
PHDD3A,CT of portal vein and branches,PHDD3A,CT of of portal vein and branches,ice
PHDE00,Ultrasound examination of vena cava,PHDE00,Ultrasound examinaiton of vena cava,ice
PHDE1A,Ultrasound examination of upper extremity veins,PHDE1A,Ultrasound examination of upper extremity veins,ice
PHDE2A,Ultrasound examination of lower leg veins,PHDE2A,Ultrasound examination of lower leg veins,ice
PHDE2D,Ultrasound examination of bloodflow in veins of lower extremity with Doppler method,PHDE2D,Ultrasound examination of bloodflow in veins of lower extremity with Doppler method,ice
PHDE99,Ultrasound examination of other veins (with Doppler method),PHDE99,Ultrasound examination of other veins (with Doppler method),ice
PHFC00,Venous occlusion plethysmography,PHFC00,Venous occlusion plethysmography,ice
PHIA00,Vene isotope imaging,PHIA00,Vene isotope imaging,ice
PHIA20,Venous thrombosis isotope imaging,PHIA20,Venous thrombosis isotope imaging,ice
PHSB10,Ligature of long saphenous vein,PHSB10,Ligature of long saphenous vein,ice
PHSB11,Ligature of veins of saphenofemoral junction,PHSB11,Ligature of veins of saphenofemoral junction,ice
PHSB12,Ligature of short saphenous vein,PHSB12,Ligature of short saphenous vein,ice
PHSB13,Ligature of perforating veins of lower leg,PHSB13,Ligature of perforating veins of lower leg,ice
PHSB14,Ligature of perforating veins of thigh,PHSB14,Ligature of perforating veins of thigh,ice
PHSB15,Endoscopic ligature of perforating veins of lower leg,PHSB15,Endoscopic ligature of perforating veins of lower leg,ice
PHSB16,Endoscopic ligature of perforating veins of thigh,PHSB16,Endoscopic ligature of perforating veins of thigh,ice
PHSB23,Ligature of iliac vein,PHSB23,Ligature of iliac vein,ice
PHSB30,Ligature of inferior vena cava,PHSB30,Ligature of inferior vena cava,ice
PHSB31,Ligature of renal vein,PHSB31,Ligature of renal vein,ice
PHSB32,Ligature of mesenteric or portal vein,PHSB32,Ligature of mesenteric or portal vein,ice
PHSB99,Ligature of other vein,PHSB99,Ligature of other vein,ice
PHSC22,Suture of femoral vein,PHSC22,Suture of femoral vein,ice
PHSC23,Suture of iliac vein,PHSC23,Suture of iliac vein,ice
PHSC30,Suture of inferior vena cava,PHSC30,Suture of inferior vena cava,ice
PHSC31,Suture of renal vein,PHSC31,Suture of renal vein,ice
PHSC32,Suture of mesenteric or portal vein,PHSC32,Suture of mesenteric or portal vein,ice
PHSC99,Suture of other vein,PHSC99,Suture of other vein,ice
PHSD10,Resection of long saphenous vein,PHSD10,Resection of long saphenous vein,ice
PHSD11,Resection of veins of saphenofemoral junction,PHSD11,Resection of veins of saphenofemoral junction,ice
PHSD12,Resection of short saphenous vein,PHSD12,Resection of short saphenous vein,ice
PHSD15,Resection of communicating veins of lower leg and thigh,PHSD15,Resection of communicating veins of lower leg and thigh,ice
PHSD30,Resection of inferior vena cava,PHSD30,Resection of inferior vena cava,ice
PHSD32,Resection of superior mesenteric or portal vein,PHSD32,Resection of superior mesenteric or portal vein,ice
PHSD99,Resection of other vein,PHSD99,Resection of other vein,ice
PHSE22,Thrombectomy of femoral vein,PHSE22,Thrombectomy of femoral vein,ice
PHSE23,Thrombectomy of iliac vein,PHSE23,Thrombectomy of iliac vein,ice
PHSE25,Thrombectomy of femoral or iliac vein with construction of arteriovenous fistel,PHSE25,Thrombectomy of femoral or iliac vein with construction of arteriovenous fistel,ice
PHSE30,Thrombectomy of inferior vena cava,PHSE30,Thrombectomy of inferior vena cava,ice
PHSE31,Thrombectomy of renal vein,PHSE31,Thrombectomy of renal vein,ice
PHSE99,Thrombectomy of other vein,PHSE99,Thrombectomy of other vein,ice
PHSH21,Bypass from popliteal vein,PHSH21,Bypass from popliteal vein,ice
PHSH22,Bypass from femoral vein,PHSH22,Bypass from femoral vein,ice
PHSH25,Bypass from iliac vein,PHSH25,Bypass from iliac vein,ice
PHSH30,Bypass from inferior vena cava,PHSH30,Bypass from inferior vena cava,ice
PHSH99,Bypass from other vein,PHSH99,Bypass from other vein,ice
PHSJ22,Transposition of femoral vein,PHSJ22,Transposition of femoral vein,ice
PHSJ97,Superficialisation of vene after contstruction of arteriovenous fistel in upper limb,PHSJ97,Superficialisation of vene after contstruction of arteriovenous fistel in upper limb,ice
PHSJ98,Superficialisation of vene after contstruction of arteriovenous fistel in lower limb,PHSJ98,Superficialisation of vene after contstruction of arteriovenous fistel in lower limb,ice
PHSJ99,Transposition of other vein,PHSJ99,Transposition of other vein,ice
PHSN21,Plastic repair of popliteal vein,PHSN21,Plastic repair of popliteal vein,ice
PHSN30,Plastic repair of inferior vena cava,PHSN30,Plastic repair of inferior vena cava,ice
PHSN32,Plastic repair of superior mesenteric or portal vein,PHSN32,Plastic repair of superior mesenteric or portal vein,ice
PHSN99,Plastic repair of other vein,PHSN99,Plastic repair of other vein,ice
PHSP21,Percutaneous plastic repair of popliteal vein,PHSP21,Percutaneous plastic repair of popliteal vein,ice
PHSP22,Percutaneous plastic repair of femoral vein,PHSP22,Percutaneous plastic repair of femoral vein,ice
PHSP23,Percutaneous plastic repair of iliac vein,PHSP23,Percutaneous plastic repair of iliac vein,ice
PHSP30,Percutaneous plastic repair of inferior vena cava,PHSP30,Percutaneous plastic repair of inferior vena cava,ice
PHSP41,Percutaneous plastic repair of axillari or brachial vein,PHSP41,Percutaneous plastic repair of axillari or brachial vein,ice
PHSP42,Percutaneous plastic repair of subclavian or brachiocephalic vein,PHSP42,Percutaneous plastic repair of subclavian or brachiocephalic vein,ice
PHSP99,Percutaneous plastic repair of other vein,PHSP99,Other percutaneous plastic repair vein,ice
PHSQ21,Insertion of stent into popliteal vein,PHSQ21,Insertion of stent into popliteal vein,ice
PHSQ22,Insertion of stent into femoral vein,PHSQ22,Insertion of stent into femoral vein,ice
PHSQ23,Insertion of stent into iliac vein,PHSQ23,Insertion of stent into iliac vein,ice
PHSQ30,Insertion of stent into inferior vena cava,PHSQ30,Insertion of stent into inferior vena cava,ice
PHSQ35,Insertion of stent into bypass from splanchnic to systemic vein,PHSQ35,Insertion of stent into bypass from splanchnic to systemic vein,ice
PHSQ40,Endovascular insertion of stent to veins of upper extremity or to superior vena cava,PHSQ40,Endovascular insertion of stent to veins of upper extremity or to superior vena cava,ice
PHSQ99,Insertion of stent into other vein,PHSQ99,Insertion of stent into other vein,ice
PHSR23,Removal of stent from iliac vein,PHSR23,Removal of stent from iliac vein,ice
PHSR30,Removal of stent from inferior vena cava,PHSR30,Removal of stent from inferior vena cava,ice
PHSR99,Removal of stent from other vein,PHSR99,Removal of stent from other vein,ice
PHSS13,Endoscopic interruption of perforating vein of lower leg,PHSS13,Endoscopic interruption of perforating vein of lower leg,ice
PHSS14,Endoscopic interruption of perforating vein of thigh,PHSS14,Endoscopic interruption of perforating vein of thigh,ice
PHSS99,Other endoscopic operation on vein,PHSS99,Other endoscopic operation on vein,ice
PHST10,Injection of therapeutic agent into or percutaneous occlusion of long saphenous vein,PHST10,Injection of therapeutic agent into or percutaneous occlusion of long saphenous vein,ice
PHST11,Injection of therapeutic agent into or percutaneous occlusion of veins of saphenofemoral junction,PHST11,Injection of therapeutic agent into or percutaneous occlusion of veins of saphenofemoral junction,ice
PHST12,Injection of therapeutic agent into or percutaneous occlusion of short saphenous vein,PHST12,Injection of therapeutic agent into or percutaneous occlusion of short saphenous vein,ice
PHST15,Injection of therapeutic agent into or percutaneous occlusion of communicating veins of lower leg or thigh,PHST15,Injection of therapeutic agent into or percutaneous occlusion of communicating veins of lower leg or thigh,ice
PHST23,Injection of therapeutic agent into or percutaneous occlusion of iliac vein,PHST23,Injection of therapeutic agent into or percutaneous occlusion of iliac vein,ice
PHST31,Injection of therapeutic agent into or percutaneous occlusion of renal vein,PHST31,Injection of therapeutic agent into or percutaneous occlusion of renal vein,ice
PHST32,Injection of therapeutic agent into or percutaneous occlusion of portal vein,PHST32,Injection of therapeutic agent into or percutaneous occlusion of portal or mesenterial vein,ice
PHST99,Injection of therapeutic agent into or percutaneous occlusion of other vein,PHST99,Injection of therapeutic agent into or percutaneous occlusion of other vein,ice
PHSW02,Percutaneous transluminal removal of foreign body from inferior vena cava,PHSW02,Perkucutaneous transluminal removal of foreign body from inferior vena cava,ice
PHSW20,Insertion of filter to inferior vena cava,PHXE02,Insertion of filter to inferior vena cava,ice
PHSW30,Portosystemic shunt or bypass,PHSW30,Portosystemic shunt or bypass,ice
PHSW32,Transjugular intrahepatic portocaval shunt (TIPS),PHSW32,Transjugular intrahepatic portocaval shunt (TIPS),ice
PHSW34,Percutaneous transluminal plastic repair of intrahepatic portocaval shunt,PHSW34,Percutaneous transluminal plastic repair of intrahepatic portocaval shunt,ice
PHSW36,Percutaneous transluminal embolisation of intrahepatic portocaval shunt,PHSW36,Percutaneous transluminal embolisation of intrahepatic portocaval shunt,ice
PHSW38,Percutaneous trombektomy of intrahepatic portocaval shunt,PHSW38,Percutaneous trombektomy of intrahepatic portocaval shunt,ice
PHSW99,Other operation on vein,PHSW99,Other operation on vein,ice
PHXA00,Venous puncture,PHXA00,Venous puncture,ice
PHXA02,Phlebotomy,PHXA02,Phlebotomy,ice
PHXA10,Open cannulation of peripheral vein,PHXA10,Open cannulation of peripheral vein,ice
PHXA20,Implantation of vascular injection port,PHXA20,Implantation of vascular injection port,ice
PHXA30,Insertion of central venous catheter through external or internal jugular vein,PHXA30,Insertion of central venous catheter through external or internal jugular vein,ice
PHXA32,Insertion of central venous catheter through subclavian or brachiocephalic vein,PHXA32,Insertion of central venous catheter through subclavian or brachiocephalic vein,ice
PHXA34,Insertion of central venous catheter through femoral vein,PHXA34,Insertion of central venous catheter through femoral vein,ice
PHXA36,Insertion of umbilical vein catheter,PHXA36,Insertion of umbilical vein catheter,ice
PHXA39,Insertion of central venous catheter through periferal vein,PHXA38,Insertion of central venous catheter through periferal vein,ice
PHXA40,Insertion of catheter from portal vein to liver vein (TIPS),PHSW32,Transjugular intrahepatic portocaval shunt (TIPS),ice
PHXA50,Implantation or exchange of double lumen dialysis catheter,PHXA50,Implantation or exchange of double lumen dialysis catheter,ice
PHXA52,Exchange of venous dialysis catheter,PHXA52,Exchange of venous dialysis catheter,ice
PHXA99,Catheterisation of vein unspecified,PHXA99,Catheterisation of vein unspecified,ice
PHXB20,Removal of intrvascular catheter with implanted port,PHXB20,Removal of intrvascular catheter with implanted port,ice
PHXB30,Removal of fixed intravenous catheter,PHXB30,Removal of fixed intravenous catheter,ice
PHXC00,Percutaneous catheterisation of renal vein,PHXC00,Percutaneous catheterisation of renal vein,ice
PHXC02,Percutaneous catheterisation of adrenal vein,PHXC02,Percutaneous catheterisation of adrenal vein,ice
PHXC04,Percutaneous catheterisation of liver vein,PHXC04,Percutaneous catheterisation of liver vein,ice
PHXD00,Endovascular expansion of vein of head and neck,PHXD00,Endovascular expansion of vein of head and neck,ice
PHXD10,Endovascular expansion of superior vena cava and of arteries of upper extremity,PHXD10,Endovascular expansion of superior vena cava and of arteries of upper extremity,ice
PHXD99,PTA of vein not elsewhere classified,PHXD99,PTA of vein not elsewhere classified,ice
PHXE00,Implantation of filter to superior vena cava and to venes of upper extremity,PHXE00,Implantation of filter to superior vena cava and to venes of upper extremity,ice
PHXE02,Insertion of filter to inferior vena cava,PHXE02,Insertion of filter to inferior vena cava,ice
PHXE12,Removal of filter to inferior vena cava,PHXE12,Removal of filter to inferior vena cava,ice
PHXF02,Removal of thrombosis from veins of upper extremity of from upper vena cava,PHXF02,Removal of thrombosis from veins of upper extremity of from upper vena cava,ice
PHXF04,Removal of thrombosis from vein of lower extremity or pelvis or from vena cava inferior,PHXF04,Removal of thrombosis from vein of lower extremity or pelvis or from vena cava inferior,ice
PHXF24,Endovascular thrombolysis of pelvic and lower leg veins with radiological guidance,PHXF24,Endovascular thrombolysis of pelvic and lower leg veins with radiological guidance,ice
